,DATE,DFEDTAR,DFEDTARL,DFEDTARU,DFF,INDPRO,PCEPI,UNRATE,TRY_3M,TRY-2Y,TRY-10Y,FF1_COMDTY,FF2_COMDTY
20815,1974-08-23,,,,12.07,,,,,,8.15,,
20816,1974-08-24,,,,12.07,,,,,,,,
20817,1974-08-25,,,,12.07,,,,,,,,
20818,1974-08-26,,,,12.09,,,,,,8.16,,
20819,1974-08-27,,,,11.62,,,,,,8.15,,
20820,1974-08-28,,,,10.82,,,,,,8.15,,
20821,1974-08-29,,,,11.67,,,,,,8.15,,
20822,1974-08-30,,,,11.6,,,,,,8.11,,
20823,1974-08-31,,,,11.6,,,,,,,,
20824,1974-09-01,,,,11.6,46.5136,26.916,5.9,,,,,
20825,1974-09-02,,,,11.6,,,,,,ND,,
20826,1974-09-03,,,,11.92,,,,,,8.11,,
20827,1974-09-04,,,,11.46,,,,,,8.12,,
20828,1974-09-05,,,,11.62,,,,,,8.10,,
20829,1974-09-06,,,,11.54,,,,,,8.09,,
20830,1974-09-07,,,,11.54,,,,,,,,
20831,1974-09-08,,,,11.54,,,,,,,,
20832,1974-09-09,,,,11.86,,,,,,8.02,,
20833,1974-09-10,,,,11.76,,,,,,8.04,,
20834,1974-09-11,,,,10.52,,,,,,8.05,,
20835,1974-09-12,,,,11.58,,,,,,8.13,,
20836,1974-09-13,,,,11.61,,,,,,8.13,,
20837,1974-09-14,,,,11.61,,,,,,,,
20838,1974-09-15,,,,11.61,,,,,,,,
20839,1974-09-16,,,,11.55,,,,,,8.10,,
20840,1974-09-17,,,,11.21,,,,,,8.09,,
20841,1974-09-18,,,,10.69,,,,,,8.08,,
20842,1974-09-19,,,,11.17,,,,,,8.04,,
20843,1974-09-20,,,,11.17,,,,,,8.02,,
20844,1974-09-21,,,,11.17,,,,,,,,
20845,1974-09-22,,,,11.17,,,,,,,,
20846,1974-09-23,,,,11.21,,,,,,7.91,,
20847,1974-09-24,,,,10.96,,,,,,7.94,,
20848,1974-09-25,,,,10.98,,,,,,7.94,,
20849,1974-09-26,,,,11.0,,,,,,7.96,,
20850,1974-09-27,,,,11.18,,,,,,7.94,,
20851,1974-09-28,,,,11.18,,,,,,,,
20852,1974-09-29,,,,11.18,,,,,,,,
20853,1974-09-30,,,,11.11,,,,,,7.94,,
20854,1974-10-01,,,,11.3,46.3401,27.108,6.0,,,7.97,,
20855,1974-10-02,,,,10.32,,,,,,7.98,,
20856,1974-10-03,,,,10.97,,,,,,8.04,,
20857,1974-10-04,,,,10.78,,,,,,8.02,,
20858,1974-10-05,,,,10.78,,,,,,,,
20859,1974-10-06,,,,10.78,,,,,,,,
20860,1974-10-07,,,,10.44,,,,,,8.01,,
20861,1974-10-08,,,,10.03,,,,,,7.95,,
20862,1974-10-09,,,,9.23,,,,,,7.95,,
20863,1974-10-10,,,,10.02,,,,,,7.93,,
20864,1974-10-11,,,,10.01,,,,,,7.88,,
20865,1974-10-12,,,,10.01,,,,,,,,
20866,1974-10-13,,,,10.01,,,,,,,,
20867,1974-10-14,,,,10.01,,,,,,ND,,
20868,1974-10-15,,,,10.35,,,,,,7.87,,
20869,1974-10-16,,,,10.38,,,,,,7.87,,
20870,1974-10-17,,,,10.04,,,,,,7.88,,
20871,1974-10-18,,,,9.76,,,,,,7.86,,
20872,1974-10-19,,,,9.76,,,,,,,,
20873,1974-10-20,,,,9.76,,,,,,,,
20874,1974-10-21,,,,9.63,,,,,,7.81,,
20875,1974-10-22,,,,9.67,,,,,,7.81,,
20876,1974-10-23,,,,10.04,,,,,,7.85,,
20877,1974-10-24,,,,9.69,,,,,,7.87,,
20878,1974-10-25,,,,9.71,,,,,,7.86,,
20879,1974-10-26,,,,9.71,,,,,,,,
20880,1974-10-27,,,,9.71,,,,,,,,
20881,1974-10-28,,,,9.74,,,,,,7.88,,
20882,1974-10-29,,,,9.58,,,,,,7.84,,
20883,1974-10-30,,,,9.91,,,,,,7.81,,
20884,1974-10-31,,,,9.66,,,,,,7.79,,
20885,1974-11-01,,,,9.65,44.8209,27.311999999999998,6.6,,,7.80,,
20886,1974-11-02,,,,9.65,,,,,,,,
20887,1974-11-03,,,,9.65,,,,,,,,
20888,1974-11-04,,,,9.77,,,,,,7.80,,
20889,1974-11-05,,,,9.89,,,,,,ND,,
20890,1974-11-06,,,,9.11,,,,,,7.76,,
20891,1974-11-07,,,,9.61,,,,,,7.74,,
20892,1974-11-08,,,,9.55,,,,,,7.72,,
20893,1974-11-09,,,,9.55,,,,,,,,
20894,1974-11-10,,,,9.55,,,,,,,,
20895,1974-11-11,,,,9.55,,,,,,ND,,
20896,1974-11-12,,,,9.4,,,,,,7.78,,
20897,1974-11-13,,,,8.4,,,,,,7.75,,
20898,1974-11-14,,,,9.32,,,,,,7.72,,
20899,1974-11-15,,,,9.27,,,,,,7.61,,
20900,1974-11-16,,,,9.27,,,,,,,,
20901,1974-11-17,,,,9.27,,,,,,,,
20902,1974-11-18,,,,9.47,,,,,,7.63,,
20903,1974-11-19,,,,9.5,,,,,,7.63,,
20904,1974-11-20,,,,9.28,,,,,,7.59,,
20905,1974-11-21,,,,9.4,,,,,,7.60,,
20906,1974-11-22,,,,9.41,,,,,,7.60,,
20907,1974-11-23,,,,9.41,,,,,,,,
20908,1974-11-24,,,,9.41,,,,,,,,
20909,1974-11-25,,,,9.5,,,,,,7.62,,
20910,1974-11-26,,,,9.53,,,,,,7.63,,
20911,1974-11-27,,,,9.56,,,,,,7.64,,
20912,1974-11-28,,,,9.56,,,,,,ND,,
20913,1974-11-29,,,,9.47,,,,,,7.64,,
20914,1974-11-30,,,,9.47,,,,,,,,
20915,1974-12-01,,,,9.47,43.234,27.528000000000002,7.2,,,,,
20916,1974-12-02,,,,9.41,,,,,,7.71,,
20917,1974-12-03,,,,8.89,,,,,,7.74,,
20918,1974-12-04,,,,6.88,,,,,,7.68,,
20919,1974-12-05,,,,8.89,,,,,,7.64,,
20920,1974-12-06,,,,8.87,,,,,,7.59,,
20921,1974-12-07,,,,8.87,,,,,,,,
20922,1974-12-08,,,,8.87,,,,,,,,
20923,1974-12-09,,,,8.9,,,,,,7.40,,
20924,1974-12-10,,,,8.95,,,,,,7.42,,
20925,1974-12-11,,,,8.7,,,,,,7.38,,
20926,1974-12-12,,,,8.72,,,,,,7.39,,
20927,1974-12-13,,,,8.75,,,,,,7.38,,
20928,1974-12-14,,,,8.75,,,,,,,,
20929,1974-12-15,,,,8.75,,,,,,,,
20930,1974-12-16,,,,8.77,,,,,,7.34,,
20931,1974-12-17,,,,8.53,,,,,,7.28,,
20932,1974-12-18,,,,8.78,,,,,,7.25,,
20933,1974-12-19,,,,8.57,,,,,,7.25,,
20934,1974-12-20,,,,8.64,,,,,,7.27,,
20935,1974-12-21,,,,8.64,,,,,,,,
20936,1974-12-22,,,,8.64,,,,,,,,
20937,1974-12-23,,,,8.76,,,,,,7.41,,
20938,1974-12-24,,,,7.94,,,,,,7.43,,
20939,1974-12-25,,,,7.94,,,,,,ND,,
20940,1974-12-26,,,,8.77,,,,,,7.37,,
20941,1974-12-27,,,,8.79,,,,,,7.39,,
20942,1974-12-28,,,,8.79,,,,,,,,
20943,1974-12-29,,,,8.79,,,,,,,,
20944,1974-12-30,,,,8.57,,,,,,7.39,,
20945,1974-12-31,,,,3.87,,,,,,7.40,,
20946,1975-01-01,,,,3.87,42.6409,27.698,8.1,,,ND,,
20947,1975-01-02,,,,8.55,,,,,,7.42,,
20948,1975-01-03,,,,8.37,,,,,,7.43,,
20949,1975-01-04,,,,8.37,,,,,,,,
20950,1975-01-05,,,,8.37,,,,,,,,
20951,1975-01-06,,,,7.85,,,,,,7.39,,
20952,1975-01-07,,,,7.3,,,,,,7.38,,
20953,1975-01-08,,,,5.12,,,,,,7.39,,
20954,1975-01-09,,,,7.27,,,,,,7.35,,
20955,1975-01-10,,,,7.24,,,,,,7.37,,
20956,1975-01-11,,,,7.24,,,,,,,,
20957,1975-01-12,,,,7.24,,,,,,,,
20958,1975-01-13,,,,7.28,,,,,,7.46,,
20959,1975-01-14,,,,7.09,,,,,,7.49,,
20960,1975-01-15,,,,7.19,,,,,,7.54,,
20961,1975-01-16,,,,6.96,,,,,,7.54,,
20962,1975-01-17,,,,6.95,,,,,,7.53,,
20963,1975-01-18,,,,6.95,,,,,,,,
20964,1975-01-19,,,,6.95,,,,,,,,
20965,1975-01-20,,,,7.04,,,,,,7.59,,
20966,1975-01-21,,,,7.16,,,,,,7.55,,
20967,1975-01-22,,,,8.19,,,,,,7.51,,
20968,1975-01-23,,,,7.06,,,,,,7.57,,
20969,1975-01-24,,,,7.0,,,,,,7.64,,
20970,1975-01-25,,,,7.0,,,,,,,,
20971,1975-01-26,,,,7.0,,,,,,,,
20972,1975-01-27,,,,7.18,,,,,,7.61,,
20973,1975-01-28,,,,7.12,,,,,,7.61,,
20974,1975-01-29,,,,6.6,,,,,,7.59,,
20975,1975-01-30,,,,6.81,,,,,,7.54,,
20976,1975-01-31,,,,6.76,,,,,,7.53,,
20977,1975-02-01,,,,6.76,41.6602,27.849,8.1,,,,,
20978,1975-02-02,,,,6.76,,,,,,,,
20979,1975-02-03,,,,6.73,,,,,,7.49,,
20980,1975-02-04,,,,6.58,,,,,,7.47,,
20981,1975-02-05,,,,4.84,,,,,,7.35,,
20982,1975-02-06,,,,6.21,,,,,,7.43,,
20983,1975-02-07,,,,6.17,,,,,,7.38,,
20984,1975-02-08,,,,6.17,,,,,,,,
20985,1975-02-09,,,,6.17,,,,,,,,
20986,1975-02-10,,,,6.38,,,,,,7.45,,
20987,1975-02-11,,,,6.48,,,,,,7.42,,
20988,1975-02-12,,,,6.36,,,,,,ND,,
20989,1975-02-13,,,,6.33,,,,,,7.44,,
20990,1975-02-14,,,,6.29,,,,,,7.35,,
20991,1975-02-15,,,,6.29,,,,,,,,
20992,1975-02-16,,,,6.29,,,,,,,,
20993,1975-02-17,,,,6.29,,,,,,ND,,
20994,1975-02-18,,,,6.22,,,,,,7.28,,
20995,1975-02-19,,,,6.31,,,,,,7.26,,
20996,1975-02-20,,,,6.17,,,,,,7.30,,
20997,1975-02-21,,,,6.14,,,,,,7.22,,
20998,1975-02-22,,,,6.14,,,,,,,,
20999,1975-02-23,,,,6.14,,,,,,,,
21000,1975-02-24,,,,6.0,,,,,,7.36,,
21001,1975-02-25,,,,5.96,,,,,,7.43,,
21002,1975-02-26,,,,6.48,,,,,,7.50,,
21003,1975-02-27,,,,6.01,,,,,,7.47,,
21004,1975-02-28,,,,6.07,,,,,,7.46,,
21005,1975-03-01,,,,6.07,41.2135,27.943,8.6,,,,,
21006,1975-03-02,,,,6.07,,,,,,,,
21007,1975-03-03,,,,6.06,,,,,,7.50,,
21008,1975-03-04,,,,5.91,,,,,,7.53,,
21009,1975-03-05,,,,5.0,,,,,,7.48,,
21010,1975-03-06,,,,5.7,,,,,,7.49,,
21011,1975-03-07,,,,5.78,,,,,,7.52,,
21012,1975-03-08,,,,5.78,,,,,,,,
21013,1975-03-09,,,,5.78,,,,,,,,
21014,1975-03-10,,,,5.68,,,,,,7.56,,
21015,1975-03-11,,,,5.41,,,,,,7.58,,
21016,1975-03-12,,,,3.96,,,,,,7.58,,
21017,1975-03-13,,,,5.49,,,,,,7.56,,
21018,1975-03-14,,,,5.44,,,,,,7.58,,
21019,1975-03-15,,,,5.44,,,,,,,,
21020,1975-03-16,,,,5.44,,,,,,,,
21021,1975-03-17,,,,5.5,,,,,,7.70,,
21022,1975-03-18,,,,5.43,,,,,,7.70,,
21023,1975-03-19,,,,4.95,,,,,,7.80,,
21024,1975-03-20,,,,5.46,,,,,,7.95,,
21025,1975-03-21,,,,5.52,,,,,,7.84,,
21026,1975-03-22,,,,5.52,,,,,,,,
21027,1975-03-23,,,,5.52,,,,,,,,
21028,1975-03-24,,,,5.68,,,,,,8.05,,
21029,1975-03-25,,,,5.38,,,,,,8.03,,
21030,1975-03-26,,,,5.6,,,,,,8.02,,
21031,1975-03-27,,,,5.51,,,,,,8.08,,
21032,1975-03-28,,,,5.73,,,,,,ND,,
21033,1975-03-29,,,,5.73,,,,,,,,
21034,1975-03-30,,,,5.73,,,,,,,,
21035,1975-03-31,,,,5.39,,,,,,8.01,,
21036,1975-04-01,,,,5.48,41.246,28.039,8.8,,,8.08,,
21037,1975-04-02,,,,5.55,,,,,,8.22,,
21038,1975-04-03,,,,5.41,,,,,,8.13,,
21039,1975-04-04,,,,5.25,,,,,,8.15,,
21040,1975-04-05,,,,5.25,,,,,,,,
21041,1975-04-06,,,,5.25,,,,,,,,
21042,1975-04-07,,,,5.37,,,,,,8.26,,
21043,1975-04-08,,,,5.22,,,,,,8.21,,
21044,1975-04-09,,,,5.18,,,,,,8.17,,
21045,1975-04-10,,,,5.31,,,,,,8.19,,
21046,1975-04-11,,,,5.39,,,,,,8.22,,
21047,1975-04-12,,,,5.39,,,,,,,,
21048,1975-04-13,,,,5.39,,,,,,,,
21049,1975-04-14,,,,5.46,,,,,,8.16,,
21050,1975-04-15,,,,5.48,,,,,,8.16,,
21051,1975-04-16,,,,5.69,,,,,,8.15,,
21052,1975-04-17,,,,5.59,,,,,,8.21,,
21053,1975-04-18,,,,5.57,,,,,,8.27,,
21054,1975-04-19,,,,5.57,,,,,,,,
21055,1975-04-20,,,,5.57,,,,,,,,
21056,1975-04-21,,,,5.56,,,,,,8.32,,
21057,1975-04-22,,,,5.34,,,,,,8.32,,
21058,1975-04-23,,,,5.57,,,,,,8.27,,
21059,1975-04-24,,,,5.54,,,,,,8.25,,
21060,1975-04-25,,,,5.47,,,,,,8.25,,
21061,1975-04-26,,,,5.47,,,,,,,,
21062,1975-04-27,,,,5.47,,,,,,,,
21063,1975-04-28,,,,5.5,,,,,,8.35,,
21064,1975-04-29,,,,5.46,,,,,,8.34,,
21065,1975-04-30,,,,7.03,,,,,,8.31,,
21066,1975-05-01,,,,5.55,41.1515,28.15,9.0,,,8.31,,
21067,1975-05-02,,,,5.49,,,,,,8.11,,
21068,1975-05-03,,,,5.49,,,,,,,,
21069,1975-05-04,,,,5.49,,,,,,,,
21070,1975-05-05,,,,5.41,,,,,,8.08,,
21071,1975-05-06,,,,5.35,,,,,,8.11,,
21072,1975-05-07,,,,5.16,,,,,,8.07,,
21073,1975-05-08,,,,5.37,,,,,,8.09,,
21074,1975-05-09,,,,5.24,,,,,,8.08,,
21075,1975-05-10,,,,5.24,,,,,,,,
21076,1975-05-11,,,,5.24,,,,,,,,
21077,1975-05-12,,,,5.25,,,,,,8.07,,
21078,1975-05-13,,,,5.12,,,,,,8.06,,
21079,1975-05-14,,,,4.95,,,,,,8.02,,
21080,1975-05-15,,,,5.09,,,,,,8.02,,
21081,1975-05-16,,,,5.1,,,,,,8.01,,
21082,1975-05-17,,,,5.1,,,,,,,,
21083,1975-05-18,,,,5.1,,,,,,,,
21084,1975-05-19,,,,5.13,,,,,,8.00,,
21085,1975-05-20,,,,5.03,,,,,,7.98,,
21086,1975-05-21,,,,5.36,,,,,,7.98,,
21087,1975-05-22,,,,5.05,,,,,,8.02,,
21088,1975-05-23,,,,5.07,,,,,,8.02,,
21089,1975-05-24,,,,5.07,,,,,,,,
21090,1975-05-25,,,,5.07,,,,,,,,
21091,1975-05-26,,,,5.07,,,,,,ND,,
21092,1975-05-27,,,,5.11,,,,,,7.98,,
21093,1975-05-28,,,,5.54,,,,,,8.02,,
21094,1975-05-29,,,,5.16,,,,,,8.18,,
21095,1975-05-30,,,,5.23,,,,,,8.04,,
21096,1975-05-31,,,,5.23,,,,,,,,
21097,1975-06-01,,,,5.23,41.4224,28.326,8.8,,,,,
21098,1975-06-02,,,,5.37,,,,,,8.02,,
21099,1975-06-03,,,,5.35,,,,,,8.00,,
21100,1975-06-04,,,,5.12,,,,,,7.99,,
21101,1975-06-05,,,,5.17,,,,,,7.97,,
21102,1975-06-06,,,,5.2,,,,,,7.88,,
21103,1975-06-07,,,,5.2,,,,,,,,
21104,1975-06-08,,,,5.2,,,,,,,,
21105,1975-06-09,,,,5.18,,,,,,7.78,,
21106,1975-06-10,,,,5.06,,,,,,7.77,,
21107,1975-06-11,,,,5.06,,,,,,7.65,,
21108,1975-06-12,,,,5.18,,,,,,7.67,,
21109,1975-06-13,,,,5.2,,,,,,7.69,,
21110,1975-06-14,,,,5.2,,,,,,,,
21111,1975-06-15,,,,5.2,,,,,,,,
21112,1975-06-16,,,,5.34,,,,,,7.66,,
21113,1975-06-17,,,,5.43,,,,,,7.72,,
21114,1975-06-18,,,,5.59,,,,,,7.83,,
21115,1975-06-19,,,,5.43,,,,,,7.80,,
21116,1975-06-20,,,,5.55,,,,,,7.94,,
21117,1975-06-21,,,,5.55,,,,,,,,
21118,1975-06-22,,,,5.55,,,,,,,,
21119,1975-06-23,,,,5.89,,,,,,7.90,,
21120,1975-06-24,,,,5.95,,,,,,7.90,,
21121,1975-06-25,,,,6.13,,,,,,8.02,,
21122,1975-06-26,,,,6.31,,,,,,7.98,,
21123,1975-06-27,,,,6.61,,,,,,7.95,,
21124,1975-06-28,,,,6.61,,,,,,,,
21125,1975-06-29,,,,6.61,,,,,,,,
21126,1975-06-30,,,,5.97,,,,,,7.96,,
21127,1975-07-01,,,,6.12,41.8234,28.569000000000003,8.6,,,7.97,,
21128,1975-07-02,,,,5.97,,,,,,8.05,,
21129,1975-07-03,,,,6.24,,,,,,8.05,,
21130,1975-07-04,,,,6.24,,,,,,ND,,
21131,1975-07-05,,,,6.24,,,,,,,,
21132,1975-07-06,,,,6.24,,,,,,,,
21133,1975-07-07,,,,6.28,,,,,,8.06,,
21134,1975-07-08,,,,5.76,,,,,,8.01,,
21135,1975-07-09,,,,5.4,,,,,,8.02,,
21136,1975-07-10,,,,5.89,,,,,,8.02,,
21137,1975-07-11,,,,5.84,,,,,,7.99,,
21138,1975-07-12,,,,5.84,,,,,,,,
21139,1975-07-13,,,,5.84,,,,,,,,
21140,1975-07-14,,,,5.92,,,,,,7.99,,
21141,1975-07-15,,,,5.92,,,,,,7.98,,
21142,1975-07-16,,,,6.27,,,,,,8.03,,
21143,1975-07-17,,,,6.07,,,,,,8.04,,
21144,1975-07-18,,,,6.07,,,,,,8.06,,
21145,1975-07-19,,,,6.07,,,,,,,,
21146,1975-07-20,,,,6.07,,,,,,,,
21147,1975-07-21,,,,6.08,,,,,,8.07,,
21148,1975-07-22,,,,6.1,,,,,,8.10,,
21149,1975-07-23,,,,6.5,,,,,,8.09,,
21150,1975-07-24,,,,6.31,,,,,,8.09,,
21151,1975-07-25,,,,6.31,,,,,,8.12,,
21152,1975-07-26,,,,6.31,,,,,,,,
21153,1975-07-27,,,,6.31,,,,,,,,
21154,1975-07-28,,,,6.26,,,,,,8.12,,
21155,1975-07-29,,,,6.16,,,,,,8.13,,
21156,1975-07-30,,,,6.11,,,,,,8.16,,
21157,1975-07-31,,,,6.23,,,,,,8.20,,
21158,1975-08-01,,,,6.24,42.2573,28.693,8.4,,,8.26,,
21159,1975-08-02,,,,6.24,,,,,,,,
21160,1975-08-03,,,,6.24,,,,,,,,
21161,1975-08-04,,,,6.26,,,,,,8.37,,
21162,1975-08-05,,,,6.15,,,,,,8.37,,
21163,1975-08-06,,,,5.3,,,,,,8.40,,
21164,1975-08-07,,,,6.14,,,,,,8.48,,
21165,1975-08-08,,,,6.04,,,,,,8.40,,
21166,1975-08-09,,,,6.04,,,,,,,,
21167,1975-08-10,,,,6.04,,,,,,,,
21168,1975-08-11,,,,6.13,,,,,,8.38,,
21169,1975-08-12,,,,6.11,,,,,,8.40,,
21170,1975-08-13,,,,6.09,,,,,,8.39,,
21171,1975-08-14,,,,6.06,,,,,,8.45,,
21172,1975-08-15,,,,6.05,,,,,,8.48,,
21173,1975-08-16,,,,6.05,,,,,,,,
21174,1975-08-17,,,,6.05,,,,,,,,
21175,1975-08-18,,,,6.15,,,,,,8.46,,
21176,1975-08-19,,,,6.24,,,,,,8.42,,
21177,1975-08-20,,,,6.42,,,,,,8.42,,
21178,1975-08-21,,,,6.34,,,,,,8.48,,
21179,1975-08-22,,,,6.32,,,,,,8.46,,
21180,1975-08-23,,,,6.32,,,,,,,,
21181,1975-08-24,,,,6.32,,,,,,,,
21182,1975-08-25,,,,6.31,,,,,,8.46,,
21183,1975-08-26,,,,6.18,,,,,,8.40,,
21184,1975-08-27,,,,5.81,,,,,,8.37,,
21185,1975-08-28,,,,6.17,,,,,,8.28,,
21186,1975-08-29,,,,6.13,,,,,,8.22,,
21187,1975-08-30,,,,6.13,,,,,,,,
21188,1975-08-31,,,,6.13,,,,,,,,
21189,1975-09-01,,,,6.13,42.7796,28.835,8.4,,,ND,,
21190,1975-09-02,,,,6.29,,,,,,8.26,,
21191,1975-09-03,,,,5.47,,,,,,8.29,,
21192,1975-09-04,,,,6.19,,,,,,8.29,,
21193,1975-09-05,,,,6.2,,,,,,8.35,,
21194,1975-09-06,,,,6.2,,,,,,,,
21195,1975-09-07,,,,6.2,,,,,,,,
21196,1975-09-08,,,,6.19,,,,,,8.36,,
21197,1975-09-09,,,,6.09,,,,,,8.40,,
21198,1975-09-10,,,,5.98,,,,,,8.46,,
21199,1975-09-11,,,,6.22,,,,,,8.55,,
21200,1975-09-12,,,,6.33,,,,,,8.57,,
21201,1975-09-13,,,,6.33,,,,,,,,
21202,1975-09-14,,,,6.33,,,,,,,,
21203,1975-09-15,,,,6.41,,,,,,8.58,,
21204,1975-09-16,,,,6.28,,,,,,8.59,,
21205,1975-09-17,,,,6.03,,,,,,8.53,,
21206,1975-09-18,,,,6.31,,,,,,8.50,,
21207,1975-09-19,,,,6.21,,,,,,8.42,,
21208,1975-09-20,,,,6.21,,,,,,,,
21209,1975-09-21,,,,6.21,,,,,,,,
21210,1975-09-22,,,,6.28,,,,,,8.38,,
21211,1975-09-23,,,,6.26,,,,,,8.35,,
21212,1975-09-24,,,,6.54,,,,,,8.31,,
21213,1975-09-25,,,,6.38,,,,,,8.38,,
21214,1975-09-26,,,,6.42,,,,,,8.45,,
21215,1975-09-27,,,,6.42,,,,,,,,
21216,1975-09-28,,,,6.42,,,,,,,,
21217,1975-09-29,,,,6.42,,,,,,8.46,,
21218,1975-09-30,,,,6.22,,,,,,8.48,,
21219,1975-10-01,,,,6.24,42.9687,29.003,8.4,,,8.47,,
21220,1975-10-02,,,,6.3,,,,,,8.44,,
21221,1975-10-03,,,,6.18,,,,,,8.33,,
21222,1975-10-04,,,,6.18,,,,,,,,
21223,1975-10-05,,,,6.18,,,,,,,,
21224,1975-10-06,,,,6.03,,,,,,8.30,,
21225,1975-10-07,,,,5.8,,,,,,8.33,,
21226,1975-10-08,,,,5.73,,,,,,8.30,,
21227,1975-10-09,,,,5.87,,,,,,8.23,,
21228,1975-10-10,,,,5.79,,,,,,8.15,,
21229,1975-10-11,,,,5.79,,,,,,,,
21230,1975-10-12,,,,5.79,,,,,,,,
21231,1975-10-13,,,,5.79,,,,,,ND,,
21232,1975-10-14,,,,5.76,,,,,,8.19,,
21233,1975-10-15,,,,5.95,,,,,,8.19,,
21234,1975-10-16,,,,5.78,,,,,,8.07,,
21235,1975-10-17,,,,5.68,,,,,,8.07,,
21236,1975-10-18,,,,5.68,,,,,,,,
21237,1975-10-19,,,,5.68,,,,,,,,
21238,1975-10-20,,,,5.77,,,,,,8.07,,
21239,1975-10-21,,,,5.72,,,,,,8.05,,
21240,1975-10-22,,,,5.77,,,,,,8.05,,
21241,1975-10-23,,,,5.66,,,,,,7.99,,
21242,1975-10-24,,,,5.64,,,,,,8.00,,
21243,1975-10-25,,,,5.64,,,,,,,,
21244,1975-10-26,,,,5.64,,,,,,,,
21245,1975-10-27,,,,5.67,,,,,,8.00,,
21246,1975-10-28,,,,5.63,,,,,,7.99,,
21247,1975-10-29,,,,5.67,,,,,,7.98,,
21248,1975-10-30,,,,5.64,,,,,,7.92,,
21249,1975-10-31,,,,5.65,,,,,,7.91,,
21250,1975-11-01,,,,5.65,43.0614,29.189,8.3,,,,,
21251,1975-11-02,,,,5.65,,,,,,,,
21252,1975-11-03,,,,5.65,,,,,,7.97,,
21253,1975-11-04,,,,4.94,,,,,,ND,,
21254,1975-11-05,,,,2.99,,,,,,7.91,,
21255,1975-11-06,,,,5.31,,,,,,7.94,,
21256,1975-11-07,,,,5.22,,,,,,7.91,,
21257,1975-11-08,,,,5.22,,,,,,,,
21258,1975-11-09,,,,5.22,,,,,,,,
21259,1975-11-10,,,,5.18,,,,,,7.90,,
21260,1975-11-11,,,,5.18,,,,,,ND,,
21261,1975-11-12,,,,5.35,,,,,,7.95,,
21262,1975-11-13,,,,5.23,,,,,,7.97,,
21263,1975-11-14,,,,5.18,,,,,,8.06,,
21264,1975-11-15,,,,5.18,,,,,,,,
21265,1975-11-16,,,,5.18,,,,,,,,
21266,1975-11-17,,,,5.31,,,,,,8.08,,
21267,1975-11-18,,,,5.35,,,,,,8.13,,
21268,1975-11-19,,,,5.28,,,,,,8.14,,
21269,1975-11-20,,,,5.3,,,,,,8.12,,
21270,1975-11-21,,,,5.26,,,,,,8.21,,
21271,1975-11-22,,,,5.26,,,,,,,,
21272,1975-11-23,,,,5.26,,,,,,,,
21273,1975-11-24,,,,5.31,,,,,,8.16,,
21274,1975-11-25,,,,5.26,,,,,,8.16,,
21275,1975-11-26,,,,5.34,,,,,,8.15,,
21276,1975-11-27,,,,5.34,,,,,,ND,,
21277,1975-11-28,,,,5.29,,,,,,8.14,,
21278,1975-11-29,,,,5.29,,,,,,,,
21279,1975-11-30,,,,5.29,,,,,,,,
21280,1975-12-01,,,,5.31,43.5973,29.35,8.2,,,8.12,,
21281,1975-12-02,,,,5.29,,,,,,8.10,,
21282,1975-12-03,,,,4.96,,,,,,8.10,,
21283,1975-12-04,,,,5.24,,,,,,8.15,,
21284,1975-12-05,,,,5.31,,,,,,8.13,,
21285,1975-12-06,,,,5.31,,,,,,,,
21286,1975-12-07,,,,5.31,,,,,,,,
21287,1975-12-08,,,,5.32,,,,,,8.19,,
21288,1975-12-09,,,,5.23,,,,,,8.23,,
21289,1975-12-10,,,,5.09,,,,,,8.23,,
21290,1975-12-11,,,,5.25,,,,,,8.16,,
21291,1975-12-12,,,,5.19,,,,,,8.12,,
21292,1975-12-13,,,,5.19,,,,,,,,
21293,1975-12-14,,,,5.19,,,,,,,,
21294,1975-12-15,,,,5.23,,,,,,8.06,,
21295,1975-12-16,,,,5.18,,,,,,8.00,,
21296,1975-12-17,,,,4.93,,,,,,7.95,,
21297,1975-12-18,,,,5.22,,,,,,7.96,,
21298,1975-12-19,,,,5.21,,,,,,7.88,,
21299,1975-12-20,,,,5.21,,,,,,,,
21300,1975-12-21,,,,5.21,,,,,,,,
21301,1975-12-22,,,,5.24,,,,,,7.87,,
21302,1975-12-23,,,,5.18,,,,,,7.87,,
21303,1975-12-24,,,,5.02,,,,,,7.82,,
21304,1975-12-25,,,,5.02,,,,,,ND,,
21305,1975-12-26,,,,5.15,,,,,,7.75,,
21306,1975-12-27,,,,5.15,,,,,,,,
21307,1975-12-28,,,,5.15,,,,,,,,
21308,1975-12-29,,,,5.1,,,,,,7.75,,
21309,1975-12-30,,,,5.3,,,,,,7.73,,
21310,1975-12-31,,,,5.37,,,,,,7.76,,
21311,1976-01-01,,,,5.37,44.2288,29.462,7.9,,,ND,,
21312,1976-01-02,,,,5.28,,,,,,7.77,,
21313,1976-01-03,,,,5.28,,,,,,,,
21314,1976-01-04,,,,5.28,,,,,,,,
21315,1976-01-05,,,,5.29,,,,,,7.74,,
21316,1976-01-06,,,,5.05,,,,,,7.64,,
21317,1976-01-07,,,,4.26,,,,,,7.69,,
21318,1976-01-08,,,,4.84,,,,,,7.74,,
21319,1976-01-09,,,,4.73,,,,,,7.64,,
21320,1976-01-10,,,,4.73,,,,,,,,
